PalestraTest.vshost.exe Error: 0 : 25/10/2017 21:49:28 || Si è verificato un errore di rete o specifico dell'istanza mentre si cercava di stabilire una connessione con SQL Server. Il server non è stato trovato o non è accessibile. Verificare che il nome dell'istanza sia corretto e che SQL Server sia configurato in modo da consentire connessioni remote. (provider: SQL Network Interfaces, error: 50 - Errore di Local Database Runtime. Non è possibile creare un'istanza automatica. Per i dettagli sull'errore, vedere il registro eventi applicazioni di Windows.
)
PalestraTest.vshost.exe Error: 0 : 25/10/2017 21:49:28 || Si è verificato un errore di rete o specifico dell'istanza mentre si cercava di stabilire una connessione con SQL Server. Il server non è stato trovato o non è accessibile. Verificare che il nome dell'istanza sia corretto e che SQL Server sia configurato in modo da consentire connessioni remote. (provider: SQL Network Interfaces, error: 50 - Errore di Local Database Runtime. Non è possibile creare un'istanza automatica. Per i dettagli sull'errore, vedere il registro eventi applicazioni di Windows.
)
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:16:16 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:16:17 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:31:14 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:31:15 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:31:57 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:31:58 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:32:19 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:32:20 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:43:22 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:43:24 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:43:28 || Ricerca utente 'test mensile'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:45:50 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:45:52 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:45:54 || Ricerca utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:46:10 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:46:14 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:15 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:16 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:21 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:21 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:38 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:38 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:45 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:45 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:52 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:47:52 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:48:56 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:48:57 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:08 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:10 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:11 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:11 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:22 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:22 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:46 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:46 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:57 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:52:57 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:53:04 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:53:04 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:53:10 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:53:10 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:53:16 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:53:16 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:54:33 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:54:33 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:55:55 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:55:56 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:55:58 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:55:58 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:56:06 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:56:06 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:56:13 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:56:13 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:56:20 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:56:20 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:56:29 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:56:29 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:58:39 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:58:39 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:58:46 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 01/11/2017 22:58:46 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:09:59 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:10:00 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:10:04 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:10:04 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:10:15 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:10:15 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:10:24 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:10:24 || Entrata utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:10:50 || Ricerca utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:12:01 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:12:02 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:12:11 || Ricerca utente 'lezione singola'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:12:24 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 03/11/2017 19:20:55 || Avvio applicazione
PalestraTest.exe Information: 0 : 03/11/2017 19:21:00 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:42:37 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:42:38 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:42:48 || Ricerca utente 'lezione singola'
PalestraTest.vshost.exe Error: 0 : 03/11/2017 19:42:48 || Invalid column name 'DataNascita'.
Invalid column name 'FesteggiaCompleanno'.
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:43:59 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:00 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:28 || Inserimento utente 'test test'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:30 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:41 || Ricerca utente 'test test'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:43 || Eliminazione utente ID: '55555555'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:44 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:54 || Inserimento utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:56 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:44:57 || Ricerca utente 'test test'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:00 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:04 || Modifica dati abbonamento utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:04 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:07 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:07 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:17 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:23 || Modifica dati abbonamento utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:23 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:26 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:26 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:33 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 03/11/2017 19:45:33 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:01 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:03 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:09 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:09 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:17 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:32 || Modifica utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:33 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:34 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:34 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:42 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:42 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:43 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:27:43 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:09 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:11 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:12 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:12 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:19 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:19 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:26 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:26 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:32 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:32 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:34 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:34 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:35 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:35 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:37 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:37 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:39 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:40 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:45 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:45 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:51 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:28:51 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:29:14 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:29:22 || Modifica dati abbonamento utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:29:22 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:29:59 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:02 || Modifica utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:04 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:28 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:29 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:30 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:32 || Modifica utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:34 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:35 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:35 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:40 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:40 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:42 || Modifica utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:43 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:46 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:46 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:53 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:30:53 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:31:52 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:31:52 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:40:19 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:40:20 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:40:22 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:41:35 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:41:36 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:41:37 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:06 || Modifica dati abbonamento utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:06 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:08 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:18 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:18 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:23 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:23 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:24 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:24 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:42:32 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:43:06 || Modifica dati abbonamento utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:43:06 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:45:53 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:45:54 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:45:55 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:45:58 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:45:58 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:45:59 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:45:59 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:01 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:01 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:15 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:17 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:18 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:26 || Modifica dati abbonamento utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:26 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:30 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:30 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:46:42 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:48:41 || Modifica dati abbonamento utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:05 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:06 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:09 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:14 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:14 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:17 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:17 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:18 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:18 || Entrata utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:54 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:49:55 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:50:16 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:50:25 || Modifica dati abbonamento utente ID: '12345678'
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:50:31 || Controllo abbonamenti ... 
PalestraTest.vshost.exe Information: 0 : 04/11/2017 11:50:33 || Ricerca utente 'topo gigio'
PalestraTest.vshost.exe Information: 0 : 16/11/2017 21:22:45 || Avvio applicazione
PalestraTest.vshost.exe Information: 0 : 16/11/2017 21:22:50 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 10:04:15 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 10:04:25 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 10:06:55 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 10:06:57 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 10:07:41 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 10:08:00 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 10:08:11 || Ricerca utente 'topo gigio'
PalestraTest.exe Information: 0 : 09/02/2018 14:18:58 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 14:19:00 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 14:34:19 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 14:42:18 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 14:42:19 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 14:42:38 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 14:46:52 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 14:47:05 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 14:59:36 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 14:59:44 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 15:00:24 || Inserimento utente 'test test'
PalestraTest.exe Information: 0 : 09/02/2018 15:00:26 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 15:00:55 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 15:00:58 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 15:04:53 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 15:04:57 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 15:06:27 || Inserimento utente 'test test'
PalestraTest.exe Information: 0 : 09/02/2018 15:06:29 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 15:10:52 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 15:10:55 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 15:11:01 || Ricerca utente 'test test'
PalestraTest.exe Information: 0 : 09/02/2018 16:25:29 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 16:25:33 || Controllo abbonamenti ... 
PalestraTest.exe Error: 0 : 09/02/2018 16:25:34 || The data types nvarchar and ntext are incompatible in the equal to operator.
PalestraTest.exe Information: 0 : 09/02/2018 16:26:15 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 16:26:26 || Controllo abbonamenti ... 
PalestraTest.exe Error: 0 : 09/02/2018 16:26:27 || The data types nvarchar and ntext are incompatible in the equal to operator.
PalestraTest.exe Information: 0 : 09/02/2018 16:27:46 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 16:28:01 || Controllo abbonamenti ... 
PalestraTest.exe Error: 0 : 09/02/2018 16:28:01 || The data types nvarchar and ntext are incompatible in the equal to operator.
PalestraTest.exe Information: 0 : 09/02/2018 16:28:34 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 16:28:45 || Controllo abbonamenti ... 
PalestraTest.exe Error: 0 : 09/02/2018 16:28:46 || The data types nvarchar and ntext are incompatible in the equal to operator.
PalestraTest.exe Information: 0 : 09/02/2018 16:29:12 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 16:29:21 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 16:31:10 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 16:31:18 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 16:36:01 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 16:36:10 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 16:37:18 || Inserimento utente 'test test'
PalestraTest.exe Information: 0 : 09/02/2018 16:37:25 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 16:37:46 || Calcolo statistiche periodo 05/02/2018 00:00:00 - 03/03/2018 00:00:00
PalestraTest.exe Information: 0 : 09/02/2018 16:38:15 || Inserimento utente 'test 10 lezioni'
PalestraTest.exe Information: 0 : 09/02/2018 16:38:16 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 16:38:19 || Calcolo statistiche periodo 05/02/2018 00:00:00 - 03/03/2018 00:00:00
PalestraTest.exe Information: 0 : 09/02/2018 17:10:55 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 17:10:59 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 09/02/2018 17:11:57 || Avvio applicazione
PalestraTest.exe Information: 0 : 09/02/2018 17:12:04 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 12/02/2018 13:21:29 || Avvio applicazione
PalestraTest.exe Information: 0 : 12/02/2018 13:21:34 || Controllo abbonamenti ... 
PalestraTest.exe Error: 0 : 12/02/2018 13:22:07 || Formato della stringa di input non corretto.
PalestraTest.exe Error: 0 : 12/02/2018 13:24:43 || Formato della stringa di input non corretto.
PalestraTest.exe Information: 0 : 12/02/2018 13:24:55 || Avvio applicazione
PalestraTest.exe Information: 0 : 12/02/2018 13:24:57 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 12/02/2018 13:25:11 || Inserimento abbonamento 'abb test
PalestraTest.exe Information: 0 : 12/02/2018 13:25:12 || Controllo abbonamenti ... 
PalestraTest.exe Information: 0 : 12/02/2018 13:33:25 || Avvio applicazione
PalestraTest.exe Information: 0 : 12/02/2018 13:33:26 || Controllo abbonamenti ... 
